"","age","job","education","default","month","duration","poutcome","Subscription"
"2689",52,"blue-collar","basic.4y","unknown","may",305,"nonexistent","no"
"2690",35,"unemployed","university.degree","no","may",387,"nonexistent","no"
"2691",50,"admin.","high.school","unknown","may",146,"nonexistent","no"
"2692",48,"admin.","university.degree","no","may",160,"nonexistent","no"
"2693",41,"management","unknown","unknown","may",70,"nonexistent","no"
"2694",58,"housemaid","university.degree","unknown","may",162,"nonexistent","no"
"2695",36,"admin.","university.degree","unknown","may",117,"nonexistent","no"
"2696",44,"blue-collar","basic.4y","no","may",381,"nonexistent","no"
"2697",38,"blue-collar","university.degree","no","may",109,"nonexistent","no"
"2698",38,"blue-collar","basic.6y","unknown","may",476,"nonexistent","yes"
"2699",53,"blue-collar","basic.9y","no","may",178,"nonexistent","no"
"2700",37,"blue-collar","basic.9y","no","may",260,"nonexistent","no"
"2701",29,"admin.","university.degree","no","may",231,"nonexistent","no"
"2702",35,"services","high.school","no","may",188,"nonexistent","no"
"2703",59,"entrepreneur","high.school","no","may",145,"nonexistent","no"
"2704",38,"technician","basic.6y","unknown","may",163,"nonexistent","no"
"2705",34,"technician","professional.course","no","may",27,"nonexistent","no"
"2706",28,"blue-collar","basic.9y","no","may",282,"nonexistent","no"
"2707",43,"blue-collar","unknown","unknown","may",73,"nonexistent","no"
"2708",45,"blue-collar","basic.9y","no","may",48,"nonexistent","no"
"2709",31,"blue-collar","basic.9y","no","may",220,"nonexistent","no"
"2710",34,"blue-collar","basic.9y","no","may",606,"nonexistent","no"
"2711",50,"management","high.school","unknown","may",82,"nonexistent","no"
"2712",38,"technician","university.degree","no","may",451,"nonexistent","no"
"2713",39,"technician","university.degree","unknown","may",202,"nonexistent","no"
"2714",41,"technician","high.school","no","may",832,"nonexistent","yes"
"2715",29,"blue-collar","basic.6y","no","may",168,"nonexistent","no"
"2716",34,"admin.","high.school","no","may",230,"nonexistent","no"
"2717",45,"technician","professional.course","unknown","may",69,"nonexistent","no"
"2718",42,"blue-collar","basic.4y","unknown","may",200,"nonexistent","no"
"2719",32,"blue-collar","basic.9y","no","may",170,"nonexistent","no"
"2720",41,"blue-collar","basic.4y","no","may",142,"nonexistent","no"
"2721",49,"blue-collar","basic.4y","no","may",283,"nonexistent","no"
"2722",46,"blue-collar","basic.4y","unknown","may",421,"nonexistent","no"
"2723",39,"blue-collar","high.school","unknown","may",278,"nonexistent","no"
"2724",45,"unknown","unknown","unknown","may",179,"nonexistent","no"
"2725",48,"management","basic.4y","unknown","may",238,"nonexistent","no"
"2726",33,"blue-collar","basic.9y","no","may",110,"nonexistent","no"
"2727",52,"blue-collar","basic.6y","no","may",138,"nonexistent","no"
"2728",44,"blue-collar","basic.4y","unknown","may",218,"nonexistent","no"
"2729",44,"management","university.degree","no","may",158,"nonexistent","no"
"2730",33,"unemployed","basic.9y","no","may",105,"nonexistent","no"
"2731",57,"blue-collar","professional.course","no","may",106,"nonexistent","no"
"2732",31,"management","high.school","no","may",217,"nonexistent","no"
"2733",52,"admin.","high.school","no","may",132,"nonexistent","no"
"2734",40,"blue-collar","basic.9y","unknown","may",824,"nonexistent","no"
"2735",37,"admin.","university.degree","no","may",243,"nonexistent","no"
"2736",39,"blue-collar","basic.6y","no","may",488,"nonexistent","no"
"2737",34,"self-employed","university.degree","no","may",148,"nonexistent","no"
"2738",38,"technician","professional.course","unknown","may",159,"nonexistent","no"
"2739",43,"services","high.school","no","may",124,"nonexistent","no"
"2740",33,"blue-collar","basic.9y","no","may",452,"nonexistent","no"
"2741",51,"services","high.school","no","may",114,"nonexistent","no"
"2742",51,"services","high.school","no","may",92,"nonexistent","no"
"2743",50,"housemaid","basic.9y","unknown","may",125,"nonexistent","no"
"2744",45,"blue-collar","basic.9y","unknown","may",145,"nonexistent","no"
"2745",27,"admin.","high.school","no","may",1328,"nonexistent","yes"
"2746",50,"admin.","university.degree","no","may",686,"nonexistent","no"
"2747",53,"services","high.school","unknown","may",80,"nonexistent","no"
"2748",42,"management","university.degree","unknown","may",265,"nonexistent","no"
"2749",41,"admin.","high.school","no","may",300,"nonexistent","no"
"2750",57,"retired","university.degree","unknown","may",203,"nonexistent","no"
"2751",47,"blue-collar","basic.9y","no","may",71,"nonexistent","no"
"2752",29,"housemaid","high.school","no","may",534,"nonexistent","no"
"2753",39,"unemployed","university.degree","no","may",243,"nonexistent","no"
"2754",33,"services","basic.6y","unknown","may",230,"nonexistent","no"
"2755",51,"services","high.school","unknown","may",127,"nonexistent","no"
"2756",37,"blue-collar","basic.4y","unknown","may",1125,"nonexistent","yes"
"2757",36,"admin.","university.degree","unknown","may",136,"nonexistent","no"
"2758",48,"blue-collar","basic.4y","no","may",158,"nonexistent","no"
"2759",44,"technician","unknown","unknown","may",267,"nonexistent","no"
"2760",34,"blue-collar","high.school","unknown","may",257,"nonexistent","no"
"2761",54,"management","university.degree","unknown","may",110,"nonexistent","no"
"2762",40,"housemaid","basic.6y","unknown","may",477,"nonexistent","no"
"2763",52,"management","professional.course","no","may",456,"nonexistent","no"
"2764",33,"unemployed","basic.9y","no","may",1321,"nonexistent","yes"
"2765",35,"blue-collar","basic.9y","no","may",298,"nonexistent","no"
"2766",43,"unknown","high.school","unknown","may",96,"nonexistent","no"
"2767",38,"services","high.school","no","may",483,"nonexistent","no"
"2768",55,"admin.","high.school","no","may",213,"nonexistent","no"
"2769",42,"blue-collar","basic.4y","no","may",51,"nonexistent","no"
"2770",40,"services","high.school","no","may",44,"nonexistent","no"
"2771",49,"admin.","basic.9y","no","may",164,"nonexistent","no"
"2772",54,"blue-collar","basic.9y","unknown","may",166,"nonexistent","no"
"2773",49,"blue-collar","basic.6y","unknown","may",220,"nonexistent","no"
"2774",37,"services","high.school","no","may",178,"nonexistent","no"
"2775",54,"blue-collar","basic.9y","no","may",452,"nonexistent","no"
"2776",33,"blue-collar","high.school","no","may",858,"nonexistent","yes"
"2777",49,"blue-collar","basic.9y","no","may",87,"nonexistent","no"
"2778",36,"blue-collar","basic.6y","unknown","may",97,"nonexistent","no"
"2779",48,"entrepreneur","university.degree","no","may",122,"nonexistent","no"
"2780",35,"student","university.degree","no","may",629,"nonexistent","yes"
"2781",42,"blue-collar","basic.6y","unknown","may",116,"nonexistent","no"
"2782",35,"technician","professional.course","no","may",120,"nonexistent","no"
"2783",51,"unemployed","professional.course","no","may",122,"nonexistent","no"
"2784",48,"retired","basic.9y","no","may",262,"nonexistent","no"
"2785",50,"admin.","basic.9y","no","may",179,"nonexistent","no"
"2786",35,"admin.","high.school","unknown","may",35,"nonexistent","no"
"2787",45,"services","high.school","unknown","may",156,"nonexistent","no"
"2788",46,"management","university.degree","no","may",201,"nonexistent","no"
"2789",29,"services","high.school","unknown","may",159,"nonexistent","no"
"2790",39,"management","university.degree","no","may",68,"nonexistent","no"
"2791",34,"entrepreneur","basic.4y","no","may",75,"nonexistent","no"
"2792",37,"admin.","high.school","no","may",191,"nonexistent","no"
"2793",26,"services","high.school","no","may",461,"nonexistent","no"
"2794",52,"blue-collar","basic.9y","no","may",188,"nonexistent","no"
"2795",42,"admin.","basic.9y","no","may",117,"nonexistent","no"
"2796",44,"blue-collar","basic.4y","unknown","may",546,"nonexistent","no"
"2797",55,"blue-collar","basic.4y","unknown","may",171,"nonexistent","no"
"2798",41,"technician","basic.9y","no","may",351,"nonexistent","no"
"2799",53,"services","high.school","no","may",429,"nonexistent","no"
"2800",39,"admin.","basic.4y","no","may",249,"nonexistent","no"
"2801",40,"technician","professional.course","no","may",568,"nonexistent","no"
"2802",42,"services","professional.course","no","may",299,"nonexistent","no"
"2803",29,"services","high.school","no","may",282,"nonexistent","no"
"2804",30,"blue-collar","basic.9y","no","may",211,"nonexistent","no"
"2805",41,"housemaid","basic.6y","no","may",77,"nonexistent","no"
"2806",30,"blue-collar","basic.9y","no","may",283,"nonexistent","no"
"2807",52,"blue-collar","basic.9y","no","may",263,"nonexistent","no"
"2808",41,"housemaid","basic.6y","no","may",189,"nonexistent","no"
"2809",34,"technician","professional.course","no","may",91,"nonexistent","no"
"2810",40,"admin.","high.school","no","may",32,"nonexistent","no"
"2811",34,"blue-collar","basic.9y","no","may",139,"nonexistent","no"
"2812",42,"blue-collar","basic.6y","no","may",347,"nonexistent","no"
"2813",35,"blue-collar","basic.9y","no","may",58,"nonexistent","no"
"2814",28,"entrepreneur","university.degree","no","may",152,"nonexistent","no"
"2815",29,"services","high.school","no","may",869,"nonexistent","no"
"2816",50,"housemaid","basic.4y","unknown","may",339,"nonexistent","no"
"2817",56,"unemployed","high.school","no","may",267,"nonexistent","no"
"2818",48,"admin.","high.school","no","may",34,"nonexistent","no"
"2819",29,"admin.","university.degree","no","may",153,"nonexistent","no"
"2820",42,"blue-collar","basic.6y","no","may",28,"nonexistent","no"
"2821",51,"management","basic.4y","no","may",216,"nonexistent","no"
"2822",29,"technician","professional.course","no","may",199,"nonexistent","no"
"2823",41,"admin.","university.degree","no","may",139,"nonexistent","no"
"2824",28,"services","high.school","no","may",322,"nonexistent","no"
"2825",34,"management","university.degree","no","may",189,"nonexistent","no"
"2826",31,"admin.","university.degree","no","may",197,"nonexistent","no"
"2827",47,"blue-collar","basic.9y","no","may",224,"nonexistent","no"
"2828",40,"blue-collar","basic.4y","unknown","may",160,"nonexistent","no"
"2829",31,"blue-collar","basic.9y","no","may",180,"nonexistent","no"
"2830",39,"unemployed","university.degree","no","may",191,"nonexistent","no"
"2831",52,"blue-collar","basic.4y","unknown","may",833,"nonexistent","no"
"2832",50,"technician","professional.course","unknown","may",485,"nonexistent","no"
"2833",36,"blue-collar","basic.6y","no","may",57,"nonexistent","no"
"2834",56,"blue-collar","basic.9y","unknown","may",247,"nonexistent","no"
"2835",35,"unknown","basic.9y","no","may",89,"nonexistent","no"
"2836",29,"admin.","university.degree","no","may",849,"nonexistent","no"
"2837",29,"blue-collar","professional.course","no","may",260,"nonexistent","no"
"2838",34,"blue-collar","basic.9y","no","may",181,"nonexistent","no"
"2839",29,"blue-collar","high.school","no","may",125,"nonexistent","no"
"2840",50,"admin.","high.school","unknown","may",225,"nonexistent","no"
"2841",39,"blue-collar","basic.4y","unknown","may",829,"nonexistent","no"
"2842",29,"blue-collar","professional.course","no","may",749,"nonexistent","no"
"2843",41,"admin.","high.school","no","may",166,"nonexistent","no"
"2844",34,"blue-collar","high.school","no","may",407,"nonexistent","no"
"2845",43,"technician","professional.course","unknown","may",182,"nonexistent","no"
"2846",48,"admin.","high.school","no","may",152,"nonexistent","no"
"2847",38,"admin.","university.degree","no","may",438,"nonexistent","no"
"2848",32,"admin.","high.school","no","may",387,"nonexistent","no"
"2849",35,"admin.","high.school","no","may",100,"nonexistent","no"
"2850",39,"blue-collar","basic.6y","no","may",413,"nonexistent","no"
"2851",47,"blue-collar","basic.6y","no","may",191,"nonexistent","no"
"2852",41,"entrepreneur","basic.4y","no","may",109,"nonexistent","no"
"2853",41,"management","unknown","no","may",345,"nonexistent","no"
"2854",40,"blue-collar","high.school","no","may",1028,"nonexistent","yes"
"2855",43,"unknown","university.degree","no","may",566,"nonexistent","no"
"2856",35,"services","high.school","no","may",38,"nonexistent","no"
"2857",49,"services","high.school","no","may",214,"nonexistent","no"
"2858",40,"services","high.school","unknown","may",248,"nonexistent","no"
"2859",24,"student","high.school","unknown","may",246,"nonexistent","no"
"2860",49,"blue-collar","basic.9y","unknown","may",170,"nonexistent","no"
"2861",41,"management","university.degree","unknown","may",136,"nonexistent","no"
"2862",44,"admin.","university.degree","no","may",98,"nonexistent","no"
"2863",28,"services","high.school","no","may",225,"nonexistent","no"
"2864",41,"blue-collar","basic.9y","no","may",230,"nonexistent","no"
"2865",35,"technician","university.degree","no","may",364,"nonexistent","no"
"2866",35,"blue-collar","basic.6y","unknown","may",784,"nonexistent","no"
"2867",32,"blue-collar","basic.6y","unknown","may",93,"nonexistent","no"
"2868",45,"admin.","university.degree","no","may",57,"nonexistent","no"
"2869",36,"technician","professional.course","no","may",160,"nonexistent","no"
"2870",41,"technician","basic.9y","no","may",210,"nonexistent","no"
"2871",40,"admin.","high.school","no","may",222,"nonexistent","no"
"2872",41,"admin.","university.degree","no","may",265,"nonexistent","no"
"2873",43,"blue-collar","basic.4y","unknown","may",21,"nonexistent","no"
"2874",38,"technician","professional.course","unknown","may",157,"nonexistent","no"
"2875",28,"entrepreneur","basic.4y","unknown","may",143,"nonexistent","no"
"2876",36,"services","unknown","no","may",230,"nonexistent","no"
"2877",28,"entrepreneur","basic.4y","unknown","may",117,"nonexistent","no"
"2878",35,"technician","professional.course","no","may",161,"nonexistent","no"
"2879",56,"management","university.degree","no","may",350,"nonexistent","no"
"2880",25,"blue-collar","basic.9y","no","may",155,"nonexistent","no"
"2881",59,"blue-collar","basic.4y","no","may",162,"nonexistent","no"
"2882",28,"entrepreneur","basic.4y","unknown","may",565,"nonexistent","no"
"2883",56,"services","basic.9y","unknown","may",44,"nonexistent","no"
"2884",33,"admin.","university.degree","no","may",337,"nonexistent","no"
"2885",36,"admin.","high.school","no","may",416,"nonexistent","no"
"2886",41,"technician","basic.9y","no","may",102,"nonexistent","no"
