"","job","education","default","contact","month","campaign","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","Subscription"
"4600","blue-collar","basic.4y","unknown","telephone","may",10,0,"nonexistent",93.994,-36.4,4.856,"no"
"4601","blue-collar","basic.4y","unknown","telephone","may",7,0,"nonexistent",93.994,-36.4,4.856,"no"
"4602","management","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4603","admin.","high.school","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.856,"no"
"4604","blue-collar","basic.4y","no","telephone","may",5,0,"nonexistent",93.994,-36.4,4.856,"no"
"4605","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4606","technician","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4607","admin.","university.degree","no","telephone","may",13,0,"nonexistent",93.994,-36.4,4.856,"no"
"4608","housemaid","basic.4y","no","telephone","may",8,0,"nonexistent",93.994,-36.4,4.856,"no"
"4609","services","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4610","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"yes"
"4611","services","high.school","unknown","telephone","may",9,0,"nonexistent",93.994,-36.4,4.856,"no"
"4612","technician","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4613","admin.","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4614","technician","high.school","no","telephone","may",10,0,"nonexistent",93.994,-36.4,4.856,"no"
"4615","services","professional.course","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4616","retired","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4617","services","high.school","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.856,"no"
"4618","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4619","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.856,"no"
"4620","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4621","retired","basic.4y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.856,"no"
"4622","admin.","university.degree","no","telephone","may",5,0,"nonexistent",93.994,-36.4,4.856,"no"
"4623","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4624","technician","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"yes"
"4625","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4626","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.856,"no"
"4627","blue-collar","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4628","unemployed","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4629","admin.","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4630","housemaid","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4631","technician","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4632","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4633","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4634","unemployed","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.858,"no"
"4635","management","basic.6y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4636","housemaid","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"yes"
"4637","housemaid","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4638","management","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4639","blue-collar","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4640","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4641","technician","university.degree","no","telephone","may",6,0,"nonexistent",93.994,-36.4,4.858,"no"
"4642","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4643","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4644","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4645","housemaid","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4646","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4647","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4648","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4649","blue-collar","basic.6y","unknown","telephone","may",5,0,"nonexistent",93.994,-36.4,4.858,"no"
"4650","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4651","blue-collar","basic.9y","no","telephone","may",28,0,"nonexistent",93.994,-36.4,4.858,"no"
"4652","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4653","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"yes"
"4654","blue-collar","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4655","self-employed","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4656","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4657","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4658","admin.","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4659","management","university.degree","unknown","telephone","may",5,0,"nonexistent",93.994,-36.4,4.858,"no"
"4660","self-employed","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4661","management","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4662","self-employed","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4663","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4664","blue-collar","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4665","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4666","housemaid","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4667","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4668","self-employed","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4669","blue-collar","basic.9y","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.858,"no"
"4670","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4671","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4672","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4673","admin.","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"yes"
"4674","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4675","admin.","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4676","services","professional.course","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.858,"no"
"4677","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4678","retired","professional.course","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"yes"
"4679","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4680","services","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4681","blue-collar","basic.9y","no","telephone","may",5,0,"nonexistent",93.994,-36.4,4.858,"no"
"4682","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4683","entrepreneur","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4684","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4685","unemployed","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4686","technician","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4687","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4688","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4689","entrepreneur","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4690","housemaid","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4691","blue-collar","unknown","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4692","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4693","blue-collar","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4694","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4695","blue-collar","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"yes"
"4696","retired","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4697","services","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4698","technician","professional.course","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4699","management","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4700","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4701","technician","professional.course","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4702","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4703","admin.","university.degree","unknown","telephone","may",5,0,"nonexistent",93.994,-36.4,4.858,"no"
"4704","admin.","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4705","blue-collar","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4706","blue-collar","basic.9y","unknown","telephone","may",5,0,"nonexistent",93.994,-36.4,4.858,"no"
"4707","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4708","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4709","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4710","management","university.degree","no","telephone","may",10,0,"nonexistent",93.994,-36.4,4.858,"no"
"4711","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4712","admin.","professional.course","unknown","telephone","may",11,0,"nonexistent",93.994,-36.4,4.858,"no"
"4713","management","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4714","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4715","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4716","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4717","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4718","management","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4719","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4720","services","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4721","technician","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"yes"
"4722","blue-collar","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4723","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4724","self-employed","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4725","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4726","management","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4727","blue-collar","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.858,"no"
"4728","blue-collar","basic.9y","unknown","telephone","may",7,0,"nonexistent",93.994,-36.4,4.858,"no"
"4729","self-employed","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4730","blue-collar","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4731","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4732","technician","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4733","blue-collar","basic.6y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4734","retired","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4735","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4736","blue-collar","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4737","entrepreneur","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4738","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"yes"
"4739","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4740","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4741","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4742","management","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4743","services","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4744","retired","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4745","management","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4746","blue-collar","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4747","management","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.858,"no"
"4748","management","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4749","housemaid","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4750","entrepreneur","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4751","student","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4752","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4753","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"yes"
"4754","admin.","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4755","technician","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4756","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4757","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4758","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4759","retired","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4760","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4761","management","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4762","retired","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4763","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.858,"no"
"4764","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4765","blue-collar","basic.4y","unknown","telephone","may",5,0,"nonexistent",93.994,-36.4,4.858,"no"
"4766","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
"4767","blue-collar","basic.4y","no","telephone","may",8,0,"nonexistent",93.994,-36.4,4.858,"no"
"4768","retired","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.858,"no"
"4769","housemaid","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.858,"no"
